efo_id,disease_name,us_patients,us_prevalence_per_100k,source,as_of
Orphanet_529808,Chronic bilirubin encephalopathy,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
Orphanet_529799,Acute bilirubin encephalopathy,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, United Kingdom)",2025
MONDO_0008727,Congenital adrenal hyperplasia due to 3-beta-hydroxysteroid dehydrogenase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_529980,Immune dysregulation-inflammatory bowel disease- recurrent sinopulmonary infections syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_529977,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019591,Non-acquired panhypopituitarism,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_529965,Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90400,Scleromyxedema without monoclonal gammopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90396,Acral persistent papular mucinosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90397,Self-healing papular mucinosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_529574,Duane retraction syndrome with congenital deafness,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90398,Localized lichen myxedematosus with mixed features of different subtypes,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90399,Localized lichen myxedematosus with monoclonal gammopathy or systemic symptoms,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_90395,Papular mucinosis of infancy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019577,Anonychia-onychodystrophy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010571,Otopalatodigital syndrome type 2,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0060627,Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0002441,Jervell and Lange-Nielsen syndrome,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0010704,Otopalatodigital syndrome type 1,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0010575,Deafness-hypogonadism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019625,Familial thoracic aortic aneurysm and aortic dissection,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007410,Isolated cryptophthalmia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019623,Hereditary angioedema,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0019624,Acquired angioedema,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Denmark)",2025
MONDO_0019626,Isolated ankyloblepharon filiforme adnatum,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0008663,Snowflake vitreoretinal degeneration,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009001,Macular coloboma-cleft palate-hallux valgus syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0008510,Lyme disease,333000,100.0,"Orphanet Annual incidence (>1 / 1000, United States)",2025
MONDO_0007626,Familial congenital palsy of trochlear nerve,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008387,Ring dermoid of cornea,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_91127,Adenovirus infection in immunocompromised patients,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0012557,Cardiomyopathy-hypotonia-lactic acidosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012556,DK1-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011218,Ichthyosis-hypotrichosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008730,Congenital adrenal hyperplasia due to 17-alpha-hydroxylase deficiency,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0008728,Classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0008729,Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
Orphanet_90796,"46,XY difference of sex development due to isolated 17,20-lyase deficiency",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0700109,Primary lipodystrophy,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0019611,TSH-secreting pituitary adenoma,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Sweden)",2025
EFO_0008516,Non-functioning pituitary adenoma,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, Worldwide)",2025
Orphanet_91136,Acquired monoclonal Ig light chain-associated Fanconi syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012570,Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_91138,Cryoglobulinemic vasculitis,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
Orphanet_91137,Immunotactoid or fibrillary glomerulopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0033946,Hereditary angioedema with C1Inh deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007550,"Autosomal dominant generalized epidermolysis bullosa simplex, severe form",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0019306,Congenital ichthyosiform erythroderma,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0011396,Keratoderma hereditarium mutilans with ichthyosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019287,Ectodermal dysplasia syndrome,249750,75.0,"Orphanet Point prevalence (6-9 / 10 000, Worldwide)",2025
MONDO_0007555,PLEC-related intermediate epidermolysis bullosa simplex without extracutaneous involvement,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007551,Localized epidermolysis bullosa simplex,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0009183,Junctional epidermolysis bullosa with pyloric atresia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019308,Junctional epidermolysis bullosa inversa,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009182,Severe generalized junctional epidermolysis bullosa,166,0.05,"Orphanet Prevalence at birth (<1 / 1 000 000, United States)",2025
MONDO_0019309,Late-onset junctional epidermolysis bullosa,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019310,Recessive dystrophic epidermolysis bullosa inversa,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009179,"Autosomal recessive generalized dystrophic epidermolysis bullosa, severe form",1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, United States)",2025
MONDO_0007548,Self-improving dystrophic epidermolysis bullosa,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007552,"Localized dystrophic epidermolysis bullosa, pretibial form",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_79452,Milroy disease,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Israel)",2025
MONDO_0010716,X-linked lethal multiple pterygium syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_79456,Diffuse cutaneous mastocytosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011683,Oculocutaneous albinism type 4,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0011749,Oculocutaneous albinism type 1B,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0008747,Oculocutaneous albinism type 3,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Africa)",2025
MONDO_0008746,Oculocutaneous albinism type 2,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
MONDO_0008745,Oculocutaneous albinism type 1A,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0019312,Hermansky-Pudlak syndrome,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0012220,Griscelli syndrome type 3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0008613,Pemphigus vegetans,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Germany)",2025
EFO_0008601,Pemphigus foliaceus,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Germany)",2025
MONDO_0011512,Brooke-Spiegler syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011872,Griscelli syndrome type 2,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008962,Griscelli syndrome type 1,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008297,Variegate porphyria,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0009655,Sanfilippo syndrome type A,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, United States)",2025
MONDO_0009262,GM1 gangliosidosis type 3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009261,GM1 gangliosidosis type 2,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009288,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ib,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Israel)",2025
MONDO_0009287,Glycogen storage disease due to glucose-6-phosphatase deficiency type Ia,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0009665,Biotinidase deficiency,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0009258,Classic galactosemia,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, Europe)",2025
MONDO_0009666,Holocarboxylase synthetase deficiency,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Europe)",2025
MONDO_0009515,Familial LCAT deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007620,Fish-eye disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019263,Autosomal erythropoietic protoporphyria,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0012221,Alpha-N-acetylgalactosaminidase deficiency type 1,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012222,Alpha-N-acetylgalactosaminidase deficiency type 2,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012221,Alpha-N-acetylgalactosaminidase deficiency type 3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010185,"Methylmalonic acidemia with homocystinuria, type cblD",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010183,Methylmalonic acidemia with homocystinuria type cblF,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009656,Sanfilippo syndrome type B,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, United States)",2025
MONDO_0009657,Sanfilippo syndrome type C,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, United States)",2025
MONDO_0009658,Sanfilippo syndrome type D,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Netherlands)",2025
MONDO_0007369,Hereditary coproporphyria,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0008294,Acute intermittent porphyria,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0009902,Congenital erythropoietic porphyria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012118,COG7-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011772,B4GALT1-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011629,MOGS-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008908,MGAT2-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012117,ALG9-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012052,ALG1-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011933,ALG2-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011969,ALG8-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011783,ALG12-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012211,MPDU1-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012123,DPM1-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010998,ALG3-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011291,ALG6-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011257,MPI-CDG,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008907,PMM2-CDG,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0009370,L-2-hydroxyglutaric aciduria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010924,D-2-hydroxyglutaric aciduria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009613,Vitamin B12-responsive methylmalonic acidemia type cblA,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008892,Progressive familial intrahepatic cholestasis type 1,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0011156,Progressive familial intrahepatic cholestasis type 2,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0011214,Progressive familial intrahepatic cholestasis type 3,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0013439,Congenital bile acid synthesis defect type 3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019276,Inherited epidermolysis bullosa,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, United States)",2025
MONDO_0011152,"3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013531,"3-phosphoserine phosphatase deficiency, infantile/juvenile form",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007322,"Chondrodysplasia punctata, tibial-metacarpal type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008973,"Chondrodysplasia punctata, Toriello type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008429,Singleton-Merten dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007470,Calvarial doughnut lesions-bone fragility syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011604,Spondylo-ocular syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019411,Genochondromatosis type 1,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0011287,Craniosynostosis-anal anomalies-porokeratosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019412,Dysspondyloenchondromatosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011640,Genitopatellar syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011621,Acropectoral syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009495,Keutel syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010285,"X-linked intellectual disability, Abidi type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011945,Fetal Gaucher disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010270,Syndromic X-linked intellectual disability 7,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010284,"X-linked intellectual disability, Armfield type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010483,"X-linked intellectual disability, Cantagrel type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010278,Christianson syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0010355,KDM5C-related syndromic X-linked intellectual disability,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010332,X-linked intellectual disability-cubitus valgus-dysmorphism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010258,MEHMO syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019414,BRESEK syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010729,"X-linked intellectual disability, Schimke type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010277,"X-linked intellectual disability, Shashi type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010286,"X-linked intellectual disability, Siderius type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010325,"X-linked intellectual disability, Stocco Dos Santos type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010306,"X-linked intellectual disability, Cabezas type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010534,X-linked spinocerebellar ataxia type 4,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010658,"X-linked intellectual disability, Wilson type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019416,X-linked intellectual disability-hypogammaglobulinemia-progressive neurological deterioration syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010529,X-linked spinocerebellar ataxia type 3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010327,"HSD10 disease, atypical type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010353,"Deafness-intellectual disability syndrome, Martin-Probst type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
